  -524.00000000000000             -110
  -592.00000000000000             -102
  -592.00000000000000             -116
  -528.00000000000000             -114
  -496.00000000000000             -108
  -524.00000000000000              -88
  -520.00000000000000              -38
  -580.00000000000000               48
  -608.00000000000000               56
  -560.00000000000000               50
  -552.00000000000000              140
  -628.00000000000000              240
  -652.00000000000000              226
  -640.00000000000000              236
  -628.00000000000000              242
  -672.00000000000000              300
  -660.00000000000000              326
  -688.00000000000000              322
  -716.00000000000000              374
  -720.00000000000000              374
  -652.00000000000000              348
  -720.00000000000000              378
  -696.00000000000000              368
  -680.00000000000000              358
  -668.00000000000000              358
  -756.00000000000000              386
  -700.00000000000000              370
  -720.00000000000000              374
  -712.00000000000000              374
  -672.00000000000000              360
  -720.00000000000000              378
  -712.00000000000000              368
  -728.00000000000000              380
  -712.00000000000000              374
  -684.00000000000000              356
  -720.00000000000000              374
  -644.00000000000000              350
  -700.00000000000000              368
  -648.00000000000000              334
  -720.00000000000000              374
  -708.00000000000000              372
  -612.00000000000000              340
  -720.00000000000000              378
  -676.00000000000000              348
  -616.00000000000000              330
  -708.00000000000000              370
  -748.00000000000000              386
  -776.00000000000000              394
  -692.00000000000000              362
  -728.00000000000000              380
  -680.00000000000000              360
  -672.00000000000000              364
  -688.00000000000000              368
  -720.00000000000000              380
  -696.00000000000000              370
  -680.00000000000000              358
  -744.00000000000000              384
  -736.00000000000000              380
  -744.00000000000000              386
  -676.00000000000000              348
  -676.00000000000000              356
  -712.00000000000000              366
  -732.00000000000000              380
  -740.00000000000000              384
  -664.00000000000000              356
  -664.00000000000000              344
  -700.00000000000000              358
  -660.00000000000000              356
  -684.00000000000000              342
  -700.00000000000000              364
  -732.00000000000000              380
  -636.00000000000000              334
  -712.00000000000000              376
  -652.00000000000000              344
  -692.00000000000000              358
  -676.00000000000000              360
  -692.00000000000000              360
  -736.00000000000000              382
  -732.00000000000000              380
  -724.00000000000000              378
  -704.00000000000000              374
  -744.00000000000000              386
  -676.00000000000000              358
  -732.00000000000000              378
  -696.00000000000000              366
  -712.00000000000000              374
  -724.00000000000000              376
  -616.00000000000000              336
  -688.00000000000000              362
  -720.00000000000000              378
  -684.00000000000000              362
  -732.00000000000000              374
  -664.00000000000000              354
  -740.00000000000000              374
  -656.00000000000000              346
  -664.00000000000000              360
  -740.00000000000000              384
  -736.00000000000000              382
  -680.00000000000000              360
  -676.00000000000000              330
  -716.00000000000000              374
  -716.00000000000000              370
  -680.00000000000000              366
  -700.00000000000000              370
  -640.00000000000000              342
  -728.00000000000000              380
  -688.00000000000000              364
  -708.00000000000000              374
  -692.00000000000000              344
  -664.00000000000000              334
  -748.00000000000000              384
  -724.00000000000000              378
  -716.00000000000000              378
  -748.00000000000000              382
  -684.00000000000000              364
  -696.00000000000000              366
  -676.00000000000000              350
  -716.00000000000000              374
  -664.00000000000000              342
  -636.00000000000000              348
  -692.00000000000000              366
  -728.00000000000000              380
  -728.00000000000000              368
  -664.00000000000000              346
  -724.00000000000000              380
  -664.00000000000000              356
  -684.00000000000000              358
  -744.00000000000000              386
  -684.00000000000000              362
  -652.00000000000000              346
  -644.00000000000000              282
  -644.00000000000000              320
  -696.00000000000000              364
  -708.00000000000000              374
  -756.00000000000000              388
  -704.00000000000000              368
  -620.00000000000000              344
  -716.00000000000000              372
  -656.00000000000000              356
  -608.00000000000000              330
  -684.00000000000000              366
  -724.00000000000000              380
  -732.00000000000000              378
  -692.00000000000000              370
  -720.00000000000000              376
  -744.00000000000000              384
  -676.00000000000000              364
  -684.00000000000000              358
  -712.00000000000000              370
  -672.00000000000000              358
  -728.00000000000000              378
  -756.00000000000000              388
  -712.00000000000000              376
  -700.00000000000000              368
  -720.00000000000000              374
  -720.00000000000000              376
  -676.00000000000000              358
  -704.00000000000000              370
  -724.00000000000000              378
  -696.00000000000000              372
  -732.00000000000000              382
  -736.00000000000000              382
  -688.00000000000000              366
  -704.00000000000000              366
  -640.00000000000000              326
  -720.00000000000000              370
  -728.00000000000000              380
  -680.00000000000000              350
  -652.00000000000000              354
  -656.00000000000000              356
  -736.00000000000000              380
  -692.00000000000000              372
  -716.00000000000000              376
  -700.00000000000000              364
  -736.00000000000000              382
  -752.00000000000000              388
  -728.00000000000000              380
  -692.00000000000000              368
  -600.00000000000000              336
  -612.00000000000000              326
  -692.00000000000000              366
  -700.00000000000000              368
  -716.00000000000000              378
  -740.00000000000000              376
  -740.00000000000000              382
  -708.00000000000000              368
  -716.00000000000000              376
  -736.00000000000000              376
  -696.00000000000000              368
  -728.00000000000000              378
  -688.00000000000000              360
  -684.00000000000000              364
  -636.00000000000000              342
  -700.00000000000000              372
  -708.00000000000000              374
  -696.00000000000000              360
  -660.00000000000000              352
  -716.00000000000000              370
  -656.00000000000000              340
  -764.00000000000000              390
  -728.00000000000000              380
  -724.00000000000000              376
  -744.00000000000000              386
  -688.00000000000000              360
  -736.00000000000000              382
  -748.00000000000000              384
  -656.00000000000000              344
  -680.00000000000000              360
  -664.00000000000000              362
  -668.00000000000000              354
  -696.00000000000000              372
  -704.00000000000000              370
  -572.00000000000000              306
  -672.00000000000000              344
  -616.00000000000000              328
  -668.00000000000000              340
  -648.00000000000000              350
  -656.00000000000000              348
  -656.00000000000000              344
  -716.00000000000000              366
  -680.00000000000000              364
  -708.00000000000000              372
  -684.00000000000000              356
  -724.00000000000000              372
  -736.00000000000000              376
  -712.00000000000000              366
  -704.00000000000000              370
  -692.00000000000000              368
  -708.00000000000000              368
  -736.00000000000000              380
  -724.00000000000000              378
  -724.00000000000000              368
  -736.00000000000000              384
  -700.00000000000000              370
  -748.00000000000000              386
  -716.00000000000000              374
  -696.00000000000000              356
  -620.00000000000000              312
  -628.00000000000000              298
  -660.00000000000000              352
  -660.00000000000000              358
  -640.00000000000000              354
  -772.00000000000000              392
  -716.00000000000000              374
  -684.00000000000000              358
  -676.00000000000000              360
  -688.00000000000000              366
  -672.00000000000000              362
  -672.00000000000000              358
  -784.00000000000000              396
  -732.00000000000000              376
  -672.00000000000000              348
  -692.00000000000000              364
  -760.00000000000000              388
  -720.00000000000000              374
  -680.00000000000000              350
  -744.00000000000000              386
  -712.00000000000000              370
  -724.00000000000000              376
  -692.00000000000000              370
  -708.00000000000000              370
  -684.00000000000000              360
  -728.00000000000000              380
  -688.00000000000000              366
  -684.00000000000000              368
  -732.00000000000000              378
  -628.00000000000000              330
  -736.00000000000000              380
  -680.00000000000000              362
  -628.00000000000000              310
  -692.00000000000000              360
  -704.00000000000000              370
  -712.00000000000000              374
  -660.00000000000000              358
  -640.00000000000000              342
  -724.00000000000000              380
  -716.00000000000000              378
  -744.00000000000000              384
  -692.00000000000000              366
  -720.00000000000000              378
  -708.00000000000000              372
  -728.00000000000000              378
  -688.00000000000000              358
  -704.00000000000000              354
  -704.00000000000000              366
  -744.00000000000000              384
  -664.00000000000000              348
  -744.00000000000000              380
  -680.00000000000000              352
  -684.00000000000000              366
